,Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_euros
0,1,300,4,7,3,8,37,3,8,6,0,1,1,1,14,40,4,0,3,2,2,60,1339.69
1,1,301,4,7,3,8,34,3,1,1,0,0,0,1,8,40,4,0,0,2,2,53,898.94
2,7,50,3,14,3,4,72,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,575.0
3,1,300,4,13,5,8,69,3,10,7,0,1,1,1,18,54,10,0,3,2,0,80,2537.45
4,1,300,4,7,3,8,37,3,8,6,0,1,1,1,22,40,7,0,3,2,2,61,1803.6
5,0,58,3,14,1,5,93,3,0,0,0,0,0,0,21,11,8,0,1,2,0,88,400.0
6,1,300,4,13,5,3,87,3,10,7,0,1,1,1,13,54,7,0,0,2,2,62,2139.97
7,1,301,4,7,3,8,34,3,1,1,0,0,0,1,8,40,7,0,0,2,2,53,1158.7
8,2,608,4,10,5,5,31,1,3,2,0,0,0,1,8,70,10,0,3,2,3,40,1495.0
9,0,430,4,10,3,5,55,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,770.0
10,7,50,3,14,1,4,72,3,0,0,0,0,0,1,16,46,8,0,1,2,2,55,393.9
11,7,50,3,14,1,4,72,1,3,2,0,0,0,1,11,36,8,0,1,2,2,49,344.99
12,1,300,4,13,5,8,69,3,10,7,0,1,1,1,19,54,7,0,3,2,0,81,2439.97
13,4,239,3,14,1,5,102,1,3,2,0,0,0,1,11,36,7,0,3,2,0,95,498.9
14,1,298,4,3,3,8,3,3,6,4,0,1,1,1,3,33,7,0,3,2,2,54,1262.4
15,1,300,4,7,3,8,37,3,8,6,0,1,1,1,14,40,7,0,3,2,2,60,1518.55
16,4,239,3,14,3,5,102,1,3,2,0,0,0,1,18,62,7,0,3,2,0,95,745.0
17,1,300,4,13,5,8,69,3,10,7,0,1,1,1,20,54,10,0,3,2,0,82,2858.0
18,10,209,3,14,3,4,102,1,3,2,0,0,0,1,15,38,11,0,1,2,3,14,499.0
19,4,576,4,7,3,5,22,1,3,2,1,1,0,1,7,53,4,0,3,2,2,109,979.0
20,2,543,2,2,0,5,5,3,0,0,0,0,0,1,5,16,2,0,0,2,2,43,191.9
21,10,291,1,14,3,5,120,1,3,2,0,1,0,1,16,47,4,4,3,0,3,17,999.0
22,7,51,3,14,1,4,72,3,0,0,0,0,0,0,6,79,8,0,1,2,0,83,258.0
23,4,244,0,7,3,5,56,1,3,2,1,0,0,1,7,53,7,0,3,2,2,109,819.0
24,7,8,4,14,3,5,77,1,3,2,0,0,0,1,8,70,7,0,3,2,2,55,659.0
25,4,239,3,14,1,5,109,3,0,0,0,0,0,1,11,36,11,0,1,2,2,49,418.64
26,1,299,4,7,3,3,35,3,1,1,0,0,0,1,7,40,4,0,0,2,2,53,1099.0
27,4,247,3,14,3,5,102,1,3,2,0,0,0,1,7,53,7,0,3,2,0,78,800.0
28,4,282,4,14,3,5,74,1,3,2,0,0,0,1,9,71,7,1,3,3,2,109,1298.0
29,7,364,3,16,3,5,120,1,3,2,0,0,0,1,7,53,11,0,1,2,3,11,896.0
30,3,270,3,14,1,5,75,1,3,2,0,0,0,1,5,15,3,0,0,2,2,42,244.99
31,2,104,3,10,0,5,59,3,0,0,0,0,0,0,6,77,2,0,0,2,0,83,199.0
32,7,44,3,16,1,5,132,1,3,2,0,0,0,0,16,7,8,0,1,2,0,78,439.0
33,4,576,4,7,5,5,20,2,11,7,1,0,0,1,8,70,10,0,3,2,2,109,1869.0
34,1,299,4,7,3,3,35,3,1,1,0,0,0,1,7,40,7,0,0,2,2,53,998.0
35,10,200,3,10,1,5,44,3,0,0,0,0,0,1,2,22,3,0,0,2,2,45,249.0
36,0,58,3,14,1,2,93,3,0,0,0,0,0,1,18,39,11,0,1,2,2,55,367.0
37,4,252,3,16,3,5,138,1,3,2,0,1,0,1,7,53,4,4,3,0,0,78,979.0
38,7,50,3,14,1,5,72,3,0,0,0,0,0,1,16,46,11,0,1,2,2,55,488.69
39,7,363,3,14,3,5,93,1,3,2,0,0,0,1,7,53,7,0,3,2,3,12,879.0
40,2,554,3,14,1,2,84,1,3,2,0,0,0,1,11,36,11,0,1,2,2,55,389.0
41,4,258,1,14,5,5,128,1,3,2,0,1,0,1,19,66,7,4,3,0,3,21,1499.0
42,2,565,3,14,3,2,109,3,0,0,0,0,0,1,16,46,11,0,1,2,3,14,522.99
43,0,63,3,14,1,5,102,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,682.0
44,4,260,0,16,4,5,136,1,3,2,1,0,0,1,7,53,11,0,1,2,3,5,999.0
45,1,300,4,7,3,8,37,3,8,6,0,1,1,1,11,40,7,0,3,2,2,58,1419.0
46,10,211,3,14,1,4,102,3,0,0,0,0,0,1,11,36,4,0,3,2,2,49,369.0
47,2,408,1,16,3,5,145,1,3,2,0,0,0,0,21,89,7,4,3,0,0,108,1299.0
48,4,239,3,14,1,5,109,1,3,2,0,0,0,1,16,46,7,0,3,2,0,95,639.0
49,2,574,3,16,1,5,138,3,0,0,0,0,0,1,2,87,11,0,1,2,3,8,466.0
50,10,592,0,0,1,0,0,3,3,3,1,1,0,1,5,17,3,0,0,2,2,43,319.0
51,0,63,3,14,3,5,102,1,3,2,0,1,0,1,8,70,7,0,3,2,3,40,841.0
52,7,51,3,14,1,5,72,1,3,2,0,0,0,0,16,7,7,0,3,2,0,87,398.49
53,7,361,3,7,3,5,48,1,3,2,0,0,0,1,8,70,10,0,3,2,2,109,1103.0
54,0,58,3,14,1,5,117,3,0,0,0,0,0,1,15,38,11,0,1,2,2,55,384.0
55,4,240,3,14,3,5,94,1,3,2,0,0,0,1,8,70,7,0,3,2,0,77,767.8
56,7,16,3,14,1,5,77,1,3,2,0,0,0,1,11,36,4,0,3,2,2,49,439.0
57,2,538,3,14,1,5,84,3,0,0,0,0,0,1,16,46,7,0,3,2,2,55,586.19
58,11,181,1,16,5,5,118,1,3,2,0,0,0,1,19,66,7,5,3,0,3,22,2449.0
59,2,562,3,14,1,2,84,1,3,2,0,0,0,1,11,36,7,0,3,2,2,49,415.0
60,4,252,3,16,5,5,138,1,3,2,0,0,0,1,8,70,7,5,3,0,0,78,1299.0
61,4,550,4,10,3,5,61,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,879.0
62,10,220,3,10,3,4,61,1,3,2,0,1,0,1,18,39,7,0,3,2,2,55,599.0
63,2,500,3,10,3,5,40,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,941.0
64,7,50,3,14,3,5,72,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,690.0
65,2,601,4,14,5,5,68,1,3,2,0,0,0,1,19,66,10,0,3,2,3,18,1983.0
66,7,50,3,14,1,5,72,3,0,0,0,0,0,1,11,36,8,0,1,2,0,77,438.69
67,7,428,3,10,1,5,44,3,0,0,0,0,0,1,7,21,2,0,3,2,2,43,229.0
68,10,524,3,14,1,5,76,1,3,2,0,0,0,1,16,46,11,0,1,2,2,55,549.0
69,2,142,1,16,4,2,143,1,3,2,0,0,0,1,19,66,11,0,1,2,3,18,949.0
70,13,429,4,8,1,6,26,3,5,5,1,0,0,1,16,46,4,0,3,2,2,55,1089.0
71,4,242,4,7,3,5,40,1,3,2,0,1,0,1,8,70,7,0,3,2,0,78,955.0
72,4,247,3,14,3,5,102,1,3,2,0,0,0,1,8,70,7,0,3,2,0,78,870.0
73,11,163,1,16,3,5,131,1,3,2,0,0,0,1,16,47,4,4,3,0,3,17,1095.0
74,0,69,3,10,3,5,93,3,0,0,0,0,0,1,11,36,11,0,1,2,2,49,389.0
75,2,133,1,14,3,5,102,1,3,2,0,0,0,1,19,66,11,0,1,2,3,17,949.0
76,10,210,3,14,3,4,102,1,3,2,0,0,0,1,16,46,12,0,1,2,2,55,519.0
77,4,247,3,14,3,5,85,1,3,2,0,0,0,1,8,70,4,4,3,0,2,109,855.0
78,0,64,3,14,1,5,102,1,3,2,0,0,0,1,18,39,11,0,1,2,3,39,530.0
79,7,364,3,16,3,5,120,1,3,2,0,0,0,1,7,53,4,4,3,0,3,11,977.0
80,4,282,4,14,3,5,74,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,1096.16
81,1,298,4,3,3,8,3,3,6,4,0,1,1,1,4,40,10,0,3,2,2,54,1510.0
82,7,362,3,10,3,5,57,1,3,2,0,0,0,1,7,53,7,0,3,2,2,55,860.0
83,10,207,3,14,1,5,102,1,3,2,0,0,0,0,16,7,4,0,3,2,0,76,399.0
84,0,58,3,14,1,5,93,3,0,0,0,0,0,0,21,11,11,0,1,2,0,88,395.0
85,4,258,1,14,5,5,128,1,3,2,0,1,0,1,19,66,4,4,3,0,3,18,1349.0
86,7,326,4,14,3,5,69,1,3,2,0,1,0,1,8,70,7,0,3,2,3,27,699.0
87,7,50,3,14,3,5,81,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,598.99
88,2,134,1,14,5,5,102,1,3,2,0,1,0,1,19,66,4,4,3,0,3,21,1449.0
89,4,576,4,7,3,5,21,1,3,2,0,1,0,1,8,70,7,0,3,2,2,109,1649.0
90,2,135,1,14,3,5,119,1,3,2,0,0,0,0,21,81,11,0,1,2,0,107,699.0
91,0,59,3,14,3,5,102,1,3,2,0,0,0,1,8,70,11,0,1,2,3,40,689.0
92,7,368,3,7,5,5,48,1,3,2,0,0,0,1,8,70,10,0,3,2,2,109,1197.0
93,4,258,1,14,3,5,128,1,3,2,0,0,0,1,16,47,7,0,3,2,3,21,1195.0
94,2,616,4,10,3,5,25,1,3,2,0,0,0,1,18,62,7,0,3,2,2,55,1049.0
95,0,423,0,7,3,5,49,1,3,2,1,1,0,1,7,53,7,0,3,2,2,109,847.0
96,4,239,3,14,3,2,102,1,3,2,0,0,0,1,18,62,11,0,1,2,0,95,599.9
97,4,239,3,14,1,2,102,1,3,2,0,0,0,1,11,36,7,0,3,2,0,95,485.0
98,2,563,3,14,2,5,84,1,3,2,0,0,0,1,15,38,7,0,3,2,3,7,577.0
99,7,314,1,14,4,5,126,1,3,2,0,1,0,1,19,66,4,4,3,0,3,17,1249.0
100,7,21,3,14,3,5,77,1,3,2,0,0,0,1,18,62,7,0,3,2,0,78,719.0
101,7,29,3,14,1,5,93,1,3,2,0,0,0,0,6,79,8,0,1,2,0,83,349.0
102,4,240,3,14,3,2,102,1,3,2,0,0,0,1,7,53,11,0,1,2,0,77,647.0
103,7,124,4,7,3,5,38,1,3,2,0,1,0,1,18,62,7,0,3,2,3,40,1119.0
104,13,429,4,8,3,6,26,3,5,5,1,0,0,1,16,46,7,0,3,2,2,55,1340.0
105,7,323,3,10,2,5,53,1,3,2,0,1,0,1,16,46,7,0,3,2,3,14,659.0
106,10,228,3,14,1,5,71,1,3,2,0,0,0,1,11,36,11,0,1,2,2,49,414.9
107,2,501,4,10,3,5,31,1,3,2,0,1,0,1,18,62,7,0,3,2,3,14,1193.0
108,11,167,1,14,5,5,102,1,3,2,0,0,0,1,19,66,7,4,3,0,3,18,1299.0
109,10,486,3,10,3,5,53,1,3,2,0,1,0,1,18,62,7,0,3,2,2,55,1480.0
110,2,541,4,14,5,5,49,1,3,2,0,0,0,1,8,70,7,4,3,0,3,40,1262.0
111,4,576,4,7,3,5,23,2,11,7,1,0,0,1,15,63,7,0,3,2,2,60,1379.0
112,10,474,0,7,3,5,37,1,3,2,1,1,0,1,16,46,7,0,3,2,2,55,1399.0
113,7,369,3,10,1,5,57,3,0,0,0,1,0,1,7,53,8,0,1,2,2,109,722.0
114,4,576,4,7,3,5,21,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,1629.0
115,7,421,0,7,3,5,27,1,3,2,1,1,0,1,7,53,7,0,3,2,2,109,1398.99
116,7,369,3,10,3,5,57,1,3,2,0,0,0,1,8,70,10,0,3,2,2,109,1084.0
117,4,257,3,14,3,5,97,1,3,2,0,1,0,1,8,70,7,4,3,0,3,14,1130.33
118,2,572,3,16,1,5,84,1,3,2,0,0,0,1,11,36,11,0,1,2,3,8,564.0
119,2,541,3,14,3,5,61,1,3,2,0,0,0,1,8,70,7,0,3,2,3,14,1118.0
120,0,422,3,14,2,5,93,1,3,2,1,1,0,1,15,38,11,0,1,2,2,55,479.0
121,11,178,1,14,5,5,68,1,3,2,0,0,0,1,19,66,7,5,3,0,3,22,2241.5
122,10,210,3,14,3,4,102,1,3,2,0,0,0,1,16,46,7,0,3,2,3,14,629.0
123,7,371,3,16,5,5,120,1,3,2,0,0,0,1,8,70,10,0,3,2,3,12,1271.0
124,0,58,3,14,1,5,93,3,0,0,0,0,0,0,21,11,7,0,3,2,0,88,451.0
125,7,50,3,14,1,4,72,3,0,0,0,0,0,1,7,21,8,0,1,2,2,43,259.0
126,7,369,3,10,3,5,57,1,3,2,0,0,0,1,7,53,11,0,1,2,2,109,812.0
127,2,103,3,10,1,6,59,3,0,0,0,0,0,0,6,73,3,0,3,2,0,83,277.99
128,4,252,3,16,5,5,138,1,3,2,0,0,0,1,8,70,7,5,3,0,0,78,1396.0
129,7,364,3,16,3,5,120,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,928.0
130,4,245,3,14,3,5,114,3,0,0,0,0,0,1,16,46,11,0,1,2,0,101,638.99
131,4,239,3,14,1,5,102,1,3,2,0,0,0,1,11,36,11,0,1,2,0,95,449.0
132,0,430,4,10,3,5,55,1,3,2,0,1,0,1,8,70,7,0,3,2,2,109,884.0
133,0,65,3,14,1,5,102,1,3,2,0,0,0,1,18,39,7,0,3,2,3,39,572.0
134,7,7,3,14,3,5,88,3,0,0,0,0,0,1,18,62,11,0,1,2,2,55,598.0
135,7,369,3,10,3,5,57,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,988.0
136,10,504,3,14,1,4,76,3,0,0,0,0,0,1,2,22,11,0,1,2,2,45,252.36
137,2,140,1,16,3,5,143,1,3,2,0,0,0,1,16,47,4,4,3,0,3,17,938.0
138,10,210,3,14,1,4,102,1,3,2,0,0,0,1,16,46,11,0,1,2,3,8,499.0
139,7,123,3,7,1,5,33,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,699.0
140,0,59,3,16,1,5,143,1,3,2,0,1,0,1,18,39,11,0,1,2,3,39,655.0
141,10,455,3,10,3,5,64,1,3,2,0,1,0,1,7,53,7,0,3,2,0,106,1116.02
142,10,291,1,14,3,4,117,1,3,2,0,1,0,1,19,66,7,0,3,2,3,19,869.0
143,16,411,3,14,1,5,93,3,0,0,0,0,0,1,14,41,8,0,1,2,2,49,602.0
144,7,51,3,14,1,5,72,3,0,0,0,0,0,0,16,7,7,0,3,2,0,87,369.0
145,2,607,4,10,3,5,25,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,1099.0
146,7,113,4,5,3,5,4,0,12,9,1,1,0,1,3,29,10,0,3,2,2,48,2014.0
147,2,555,3,14,1,5,84,1,3,2,0,0,0,1,2,22,11,0,1,2,2,45,344.0
148,11,152,1,16,5,5,140,1,3,2,0,0,0,1,19,66,7,4,3,0,3,22,2029.0
149,0,62,3,14,1,5,93,3,0,0,0,0,0,1,11,36,11,0,1,2,2,49,447.0
150,4,248,1,14,5,5,122,1,3,2,0,0,0,1,19,66,10,0,3,2,3,17,1249.26
151,4,256,1,14,3,5,126,1,3,2,0,0,0,1,19,66,11,0,2,2,3,17,899.0
152,10,505,3,14,1,5,76,3,0,0,0,0,0,1,16,46,4,0,3,2,2,55,498.0
153,11,155,1,16,5,5,138,1,3,2,0,0,0,1,19,66,7,4,3,0,3,21,1890.0
154,7,111,4,10,1,5,47,1,3,2,0,0,0,1,18,50,7,0,3,2,2,55,1082.0
155,7,9,3,14,2,5,77,1,3,2,0,0,0,1,7,53,7,0,3,2,0,77,619.0
156,10,583,0,10,1,5,63,1,3,2,1,1,0,1,15,38,7,0,3,2,2,55,629.0
157,2,600,0,7,3,5,10,1,3,2,1,0,0,1,7,53,7,0,3,2,2,55,1315.0
158,4,250,0,14,3,5,52,1,3,2,1,0,0,1,8,70,7,0,3,2,2,109,1049.0
159,16,411,3,14,1,5,93,3,0,0,0,0,0,1,13,36,8,0,1,2,2,49,447.0
160,2,569,3,14,1,5,86,3,0,0,0,0,0,0,21,11,11,0,1,2,0,93,403.0
161,0,67,3,16,1,5,143,1,3,2,0,1,0,1,7,53,7,0,3,2,3,40,805.0
162,4,240,3,14,3,5,94,1,3,2,0,0,0,1,7,53,7,0,3,2,0,77,728.0
163,10,291,1,14,5,5,120,1,3,2,0,1,0,1,19,66,7,0,3,2,3,18,1079.0
164,0,61,3,14,1,5,93,3,0,0,0,0,0,1,2,22,11,0,1,2,2,45,348.0
165,11,149,1,14,5,5,117,1,3,2,0,1,0,1,19,66,7,4,3,0,3,21,1799.0
166,0,58,3,14,1,5,93,3,0,0,0,0,0,1,2,87,11,0,1,2,2,46,363.51
167,4,248,1,14,3,5,122,1,3,2,0,0,0,1,19,66,4,4,3,0,3,17,1060.49
168,0,67,3,16,3,5,143,1,3,2,0,1,0,1,7,53,7,0,3,2,3,40,854.0
169,7,361,3,7,1,5,48,1,3,2,0,1,0,1,7,53,8,0,1,2,2,109,754.0
170,8,302,4,6,3,5,7,1,4,4,0,1,0,1,16,46,7,0,3,2,2,55,1349.0
171,7,47,3,16,2,5,132,1,3,2,0,1,0,1,16,46,12,0,1,2,0,77,699.0
172,10,207,3,14,1,4,102,3,0,0,0,0,0,0,20,7,8,0,1,2,0,87,309.0
173,16,411,3,14,1,5,84,3,0,0,0,0,0,1,15,38,8,0,1,2,2,55,489.0
174,7,364,3,16,3,5,120,1,3,2,0,0,0,1,7,53,7,0,3,2,3,11,923.0
175,4,239,3,14,3,5,109,3,0,0,0,0,0,1,15,38,11,0,1,2,2,55,459.0
176,0,62,3,14,1,5,93,3,0,0,0,0,0,1,11,36,4,0,3,2,2,49,449.0
177,11,190,1,17,7,5,166,1,3,2,0,0,0,1,20,61,10,4,3,0,3,4,2799.0
178,10,518,3,14,3,5,76,1,3,2,0,0,0,1,16,46,4,4,3,0,0,75,813.0
179,7,421,0,7,3,5,30,0,12,9,1,1,0,1,7,53,7,0,3,2,2,109,1499.0
180,4,247,3,14,5,2,85,1,3,2,0,0,0,1,8,70,7,5,3,0,0,78,1049.0
181,4,576,4,7,3,5,23,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,1399.0
182,10,591,0,9,5,5,40,0,12,9,1,1,0,1,8,70,10,0,3,2,2,109,1849.0
183,16,411,3,14,3,5,84,3,0,0,0,0,0,1,16,46,4,0,3,2,2,55,793.0
184,18,303,3,14,3,4,80,1,3,2,0,1,0,1,7,53,7,0,3,2,3,40,1199.0
185,4,260,3,16,5,5,136,1,3,2,1,0,0,1,8,70,10,0,3,2,3,5,1549.0
186,4,577,3,14,5,5,89,0,12,9,1,0,0,1,19,66,10,0,3,2,3,17,2397.0
187,10,291,1,14,3,4,117,1,3,2,0,1,0,1,16,47,7,0,3,2,3,17,779.0
188,0,431,4,7,3,5,12,1,3,2,0,1,0,1,3,51,7,0,3,2,2,54,989.0
189,4,252,3,16,3,5,138,1,3,2,0,0,0,1,8,70,4,4,3,0,0,78,1085.0
190,10,494,0,10,5,5,42,3,8,4,1,0,0,1,18,62,11,0,3,2,2,55,2824.0
191,17,264,3,10,1,5,31,1,3,2,0,1,0,1,2,22,2,0,0,2,2,45,260.0
192,18,303,4,7,3,4,31,1,3,2,0,1,0,1,16,46,7,0,3,2,3,40,999.9
193,10,213,3,16,3,4,138,3,2,1,0,0,0,1,7,53,7,0,3,2,3,40,698.0
194,4,244,0,7,3,5,56,1,3,2,1,1,0,1,8,70,11,0,1,2,2,109,839.0
195,7,364,3,16,3,5,120,1,3,2,0,1,0,1,7,53,11,0,1,2,3,11,914.0
196,14,85,1,16,7,5,153,0,12,9,1,0,0,1,20,67,11,0,3,2,3,24,6099.0
197,7,361,3,7,3,5,48,1,3,2,0,0,0,1,7,53,10,0,3,2,2,109,959.0
198,7,317,1,16,5,5,150,1,3,2,0,1,0,1,19,66,7,4,3,0,3,17,1379.0
199,7,371,3,16,3,5,120,1,3,2,0,0,0,1,8,70,7,0,3,2,3,12,1045.0
200,4,258,1,14,5,5,128,0,12,9,0,1,0,1,19,66,10,4,3,0,3,21,1845.0
201,10,511,3,14,1,5,93,3,0,0,0,0,0,1,14,41,4,0,3,2,2,49,493.0
202,0,71,3,14,3,5,104,1,3,2,0,0,0,1,18,62,11,0,1,2,3,14,742.0
203,10,292,1,14,5,5,145,1,3,2,0,1,0,1,19,66,10,4,3,0,3,21,1749.0
204,4,352,5,14,5,5,138,0,12,9,0,0,0,1,21,90,7,4,3,0,3,66,3055.0
205,10,291,1,14,5,4,117,1,3,2,0,0,0,1,19,66,10,0,3,2,3,21,1398.0
206,4,239,3,14,2,5,109,3,0,0,1,0,0,1,15,38,11,0,1,2,2,55,439.0
207,4,576,4,7,3,5,21,0,12,9,1,1,0,1,8,70,7,0,3,2,2,109,1949.0
208,4,576,4,7,3,5,20,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,1449.0
209,10,210,3,14,3,5,102,3,0,0,0,0,0,1,16,46,7,0,3,2,2,55,597.0
210,0,60,3,14,3,2,117,1,3,2,0,0,0,1,19,66,11,0,1,2,3,17,779.0
211,2,384,1,16,5,5,140,1,3,2,0,0,0,1,19,66,7,4,3,0,3,17,1407.0
212,7,22,3,14,1,4,93,1,3,2,0,0,0,1,11,36,8,0,1,2,2,49,349.0
213,10,210,3,14,3,4,102,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,549.0
214,8,302,4,6,3,5,7,1,4,4,0,1,0,1,18,62,10,0,3,2,2,55,1499.0
215,4,242,4,7,3,5,40,1,3,2,0,1,0,1,8,70,7,0,3,2,0,78,931.88
216,10,212,3,16,3,4,138,3,2,1,0,0,0,1,16,46,11,0,1,2,3,27,589.0
217,7,369,3,10,3,5,57,1,3,2,0,0,0,1,8,70,7,0,3,2,3,11,1031.0
218,4,280,4,10,3,5,55,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,1149.0
219,4,244,0,7,5,5,56,1,3,2,1,0,0,1,8,70,10,0,3,2,2,109,1279.0
220,4,240,3,14,3,2,102,1,3,2,0,0,0,1,7,53,7,0,3,2,0,77,677.35
221,10,583,0,10,3,5,63,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,899.0
222,16,341,4,7,3,5,20,1,3,2,0,0,0,1,16,55,7,0,3,2,2,49,1363.0
223,7,363,3,14,3,5,93,1,3,2,0,0,0,1,7,53,11,0,1,2,2,109,794.0
224,4,56,1,16,5,5,167,1,3,2,0,1,0,1,19,66,7,4,3,0,3,21,2456.34
225,0,71,3,14,3,5,102,1,3,2,0,0,0,1,18,62,7,0,3,2,3,14,832.0
226,4,245,3,14,5,5,109,1,3,2,1,0,0,1,18,62,11,0,1,2,0,101,859.01
227,2,545,3,14,3,5,84,1,3,2,0,0,0,1,16,46,7,0,3,2,3,9,769.0
228,2,266,3,16,3,5,130,1,3,2,0,0,0,1,16,46,7,2,3,0,3,28,891.0
229,7,594,3,14,3,5,76,1,3,2,0,0,0,1,18,62,11,0,1,2,0,1,1269.0
230,2,359,3,14,1,5,115,3,0,0,0,0,0,1,15,38,11,0,1,2,2,55,398.99
231,7,38,3,14,1,5,93,3,0,0,0,0,0,0,6,76,8,0,1,2,0,83,330.0
232,10,292,1,14,5,5,145,1,3,2,0,1,0,1,19,66,7,4,3,0,3,21,1499.0
233,4,549,3,10,3,5,55,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,859.0
234,0,79,0,7,3,5,55,1,3,2,1,1,0,1,14,41,7,0,3,2,2,49,689.0
235,4,245,3,14,5,2,114,1,3,2,0,0,0,1,18,62,7,0,3,2,0,101,899.0
236,0,62,3,14,1,2,93,3,0,0,0,0,0,1,11,36,11,0,1,2,2,49,390.0
237,2,570,3,14,1,5,102,1,3,2,0,0,0,0,16,2,4,4,3,0,0,95,575.0
238,2,381,1,16,7,5,170,1,3,2,0,0,0,1,20,67,10,4,3,0,3,24,3890.0
239,0,307,1,14,3,5,120,1,3,2,0,1,0,1,16,47,7,0,3,2,3,17,846.0
240,10,211,3,14,3,5,102,3,0,0,0,0,0,1,11,36,4,0,3,2,2,49,589.0
241,2,539,3,16,3,5,93,1,3,2,0,0,0,1,8,70,4,4,3,0,3,5,1145.0
242,2,129,3,16,3,4,130,1,3,2,0,0,0,1,18,62,4,4,3,0,3,28,889.0
243,4,248,1,14,3,5,122,1,3,2,0,0,0,1,16,47,7,0,3,2,3,17,879.0
244,10,590,0,9,3,5,38,1,3,2,1,1,0,1,18,62,7,0,3,2,2,55,1079.0
245,4,247,3,14,3,5,102,1,3,2,0,0,0,1,8,70,4,5,3,0,0,78,985.0
246,7,20,3,14,3,5,87,3,0,0,1,0,0,1,16,46,11,0,1,2,2,55,559.0
247,2,387,1,16,5,5,156,1,3,2,0,0,0,1,20,67,7,0,3,2,3,24,2999.0
248,7,361,3,7,1,5,48,1,3,2,0,1,0,1,7,53,8,0,1,2,2,109,675.0
249,1,300,4,7,3,8,37,3,8,6,0,1,1,1,22,40,10,0,3,2,2,61,2040.0
250,4,250,0,14,3,5,91,1,3,2,1,1,0,1,8,70,11,0,1,2,2,109,819.0
251,2,382,1,16,5,5,163,1,3,2,0,0,0,1,19,66,7,4,3,0,3,35,1799.0
252,2,552,3,14,1,5,60,3,0,0,0,0,0,0,21,11,11,0,1,2,0,93,469.0
253,10,591,0,9,3,5,37,1,3,2,1,1,0,1,8,70,10,0,3,2,2,109,1849.0
254,0,59,3,16,1,5,143,1,3,2,0,1,0,1,18,39,7,0,3,2,3,39,702.0
