,Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_euros
255,4,548,4,7,3,5,41,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,949.0
256,7,13,3,14,3,5,77,3,0,0,0,0,0,0,16,8,4,0,3,2,0,87,445.9
257,7,125,3,16,5,5,140,1,3,2,0,1,0,1,8,70,11,0,1,2,3,40,1059.0
258,11,187,1,16,5,5,161,1,3,2,0,0,0,1,19,66,10,4,3,0,3,22,2499.0
259,10,586,0,14,3,5,84,1,3,2,1,1,0,1,19,66,10,0,3,2,3,19,1699.0
260,4,252,3,16,3,5,138,1,3,2,0,0,0,1,8,70,4,4,3,0,0,78,1142.0
261,10,211,3,14,1,4,102,1,3,2,0,0,0,1,11,36,7,0,3,2,2,49,444.0
262,7,363,3,14,1,5,93,1,3,2,0,1,0,1,7,53,8,0,1,2,2,55,722.0
263,4,547,3,14,1,5,99,1,3,2,0,0,0,1,16,46,11,0,1,2,2,55,657.0
264,4,239,3,14,3,5,105,1,3,2,0,0,0,1,16,46,11,0,1,2,0,95,565.0
265,4,250,0,14,3,5,129,1,3,2,1,0,0,1,7,53,7,0,3,2,2,109,799.0
266,2,600,0,7,3,5,10,1,3,2,1,0,0,1,8,70,10,3,3,3,2,109,1499.0
267,10,210,3,14,1,4,102,1,3,2,0,0,0,1,16,46,11,0,1,2,2,55,467.0
268,7,371,3,16,3,5,120,1,3,2,0,0,0,1,8,70,11,0,1,2,3,12,1018.0
269,10,531,3,14,3,5,88,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,880.0
270,1,300,4,7,3,8,37,3,8,6,0,1,1,1,20,40,10,0,3,2,2,59,1958.9
271,2,408,1,16,5,5,145,1,3,2,0,0,0,0,21,89,7,4,3,0,0,108,1549.0
272,4,240,3,14,3,2,95,1,3,2,0,0,0,1,8,70,7,0,3,2,0,77,735.07
273,10,472,0,10,5,5,36,3,8,4,1,0,0,1,17,57,10,0,3,2,2,49,2499.0
274,16,411,3,14,3,5,102,3,0,0,0,0,0,1,16,55,8,0,1,2,3,10,812.0
275,4,245,3,14,4,5,109,3,0,0,0,0,0,1,18,62,11,0,1,2,2,55,713.07
276,4,252,3,16,3,2,138,1,3,2,0,0,0,1,8,70,4,4,3,0,0,78,1099.0
277,0,63,3,14,3,5,102,1,3,2,0,1,0,1,8,70,11,0,1,2,3,39,745.0
278,10,214,3,16,1,5,138,3,2,1,0,0,0,1,11,36,11,0,1,2,2,49,489.0
279,10,213,3,16,3,4,138,1,3,2,0,0,0,1,8,70,12,0,1,2,3,40,849.0
280,10,212,3,16,2,5,138,3,2,1,0,0,0,1,18,62,4,4,3,0,3,14,859.0
281,4,239,3,14,1,2,106,1,3,2,0,0,0,1,11,36,11,0,1,2,0,95,428.0
282,10,291,1,14,3,5,120,1,3,2,0,1,0,1,16,47,7,0,3,2,3,17,829.0
283,10,230,3,14,2,5,102,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,579.0
284,0,67,3,14,3,5,143,1,3,2,0,1,0,1,8,70,7,0,3,2,3,40,951.0
285,0,409,3,14,4,5,96,1,3,2,1,1,0,1,18,62,11,0,1,2,2,55,659.0
286,10,490,3,14,3,5,80,1,3,2,0,1,0,1,18,62,7,0,3,2,2,57,1097.0
287,2,541,4,14,3,5,61,1,3,2,0,0,0,1,16,46,7,0,3,2,3,14,977.0
288,10,291,1,14,5,5,120,1,3,2,0,1,0,1,19,66,7,4,3,0,3,18,1179.0
289,10,209,3,14,3,4,102,1,3,2,0,0,0,1,18,62,11,0,1,2,3,14,659.01
290,0,97,3,14,0,1,100,3,0,0,0,0,0,1,6,18,1,0,3,2,2,42,199.0
291,2,139,1,16,3,5,143,1,3,2,0,0,0,1,19,66,11,0,1,2,3,17,1187.0
292,7,40,3,16,3,5,121,3,2,1,0,0,0,1,11,36,11,0,1,2,2,49,489.0
293,4,577,3,14,3,5,84,1,3,2,0,0,0,1,19,66,7,0,3,2,3,17,1829.0
294,10,530,3,14,3,5,88,1,3,2,0,0,0,1,7,53,7,0,3,2,2,109,739.0
295,10,292,1,14,3,5,145,1,3,2,0,1,0,1,19,66,11,0,1,2,3,21,1299.0
296,0,68,3,14,3,2,120,1,3,2,0,0,0,1,19,66,7,0,3,2,3,18,979.0
297,4,353,5,16,5,5,152,1,3,2,0,0,0,1,20,68,7,0,3,2,3,66,2884.86
298,10,202,3,14,2,5,117,1,3,2,0,0,0,0,15,0,11,0,1,2,0,89,499.0
299,2,610,4,14,5,5,57,1,3,2,0,0,0,1,18,62,10,0,3,2,3,14,1468.0
300,2,540,3,10,1,5,31,3,0,0,0,0,0,1,15,38,4,0,3,2,2,55,509.0
301,2,402,1,16,5,5,140,1,3,2,0,0,0,1,19,66,7,4,3,0,3,22,2122.0
302,10,212,3,16,2,5,138,3,2,1,0,0,0,1,16,46,11,0,1,2,3,26,649.0
303,10,210,3,14,3,4,102,3,0,0,0,0,0,1,16,46,12,0,1,2,3,14,549.0
304,2,157,1,14,3,5,120,1,3,2,0,0,0,1,19,66,4,4,3,0,3,18,1265.0
305,10,208,3,14,1,4,102,3,0,0,0,0,0,1,2,87,11,0,1,2,2,46,359.99
306,7,114,0,7,5,5,29,1,3,2,1,0,0,1,19,64,7,0,3,2,2,55,1975.0
307,16,411,3,14,3,5,102,1,3,2,0,1,0,1,16,55,7,0,3,2,3,10,1043.0
308,10,209,3,14,3,5,109,1,3,2,0,0,0,1,16,46,4,4,3,0,3,14,819.0
309,7,50,3,14,1,5,72,1,3,2,0,0,0,1,11,36,11,0,1,2,2,49,469.0
310,10,222,3,7,3,5,10,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,999.0
311,4,576,4,7,5,5,21,0,12,9,1,1,0,1,8,70,11,0,3,2,2,109,2499.0
312,11,150,1,14,5,5,138,1,3,2,0,1,0,1,19,66,7,4,3,0,3,22,2099.0
313,0,107,3,14,3,5,104,1,3,2,0,0,0,0,13,9,7,0,3,2,0,88,469.0
314,2,536,0,2,0,5,10,3,0,0,1,0,0,1,2,22,2,0,0,2,2,45,275.0
315,4,247,3,14,3,5,112,1,3,2,0,0,0,1,7,53,4,4,3,0,0,78,844.0
316,7,421,0,7,5,5,30,0,12,9,1,1,0,1,8,70,11,0,3,2,2,109,2449.0
317,10,453,3,7,1,1,45,3,0,0,0,0,0,1,7,19,1,0,0,2,2,47,459.9
318,7,365,3,10,3,5,80,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,980.0
319,0,495,3,2,1,5,40,3,0,0,0,0,0,1,7,86,4,0,0,2,2,44,485.0
320,7,117,3,10,3,5,47,1,3,2,0,0,0,1,18,62,7,0,3,2,2,55,1292.0
321,10,212,3,16,1,5,137,3,2,1,0,0,0,1,16,46,11,0,1,2,3,8,589.0
322,2,606,3,10,3,5,84,1,3,2,0,0,0,1,18,62,7,0,3,2,2,55,1094.0
323,7,363,3,14,3,5,93,1,0,0,0,1,0,1,8,70,11,0,1,2,2,109,902.0
324,0,59,3,14,3,5,102,3,0,0,0,0,0,0,18,4,7,0,3,2,0,105,659.0
325,10,200,3,10,1,5,44,3,0,0,0,0,0,1,2,22,2,0,0,2,2,45,292.0
326,0,70,3,14,2,5,104,3,0,0,0,0,0,1,16,46,11,0,1,2,2,55,549.0
327,2,541,4,14,3,5,61,1,3,2,0,0,0,1,18,62,7,0,3,2,3,14,1049.9
328,7,116,4,5,3,5,27,1,3,2,0,0,0,1,18,62,7,0,3,2,2,55,1335.0
329,4,577,3,14,7,5,89,0,12,9,1,0,0,1,19,66,11,0,3,2,3,17,2639.0
330,11,164,1,16,3,5,131,1,3,2,0,0,0,1,19,66,7,4,3,0,3,18,1199.0
331,16,411,3,14,3,5,84,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,943.0
332,2,502,3,10,3,5,84,1,3,2,0,0,0,1,18,62,7,4,3,0,2,55,1334.0
333,10,521,3,14,1,5,71,1,3,2,0,0,0,1,11,36,11,0,1,2,2,49,449.0
334,2,137,1,14,3,5,120,1,3,2,0,0,0,1,19,66,7,0,3,2,3,17,999.0
335,7,111,3,10,3,5,47,1,3,2,0,0,0,1,17,48,7,0,3,2,2,55,1268.0
336,4,257,4,14,3,5,76,1,3,2,0,1,0,1,7,53,4,4,3,0,3,14,1049.0
337,7,118,3,14,3,5,70,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,1144.0
338,2,556,3,14,1,2,84,3,0,0,0,0,0,1,2,22,11,0,1,2,2,45,274.99
339,4,257,3,14,3,5,84,1,3,2,0,0,0,1,7,53,7,0,3,2,3,14,1142.75
340,4,238,3,14,1,2,102,3,0,0,0,0,0,1,7,21,8,0,1,2,2,42,274.9
341,10,206,3,14,4,5,102,1,3,2,0,0,0,0,24,4,12,0,1,2,0,78,899.0
342,7,363,3,14,3,5,93,1,3,2,0,1,0,1,15,38,11,0,1,2,3,12,716.0
343,10,591,0,9,5,5,40,0,12,9,1,1,0,1,8,70,10,0,3,2,2,109,2099.0
344,4,576,4,7,3,5,20,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,1579.0
345,10,291,1,14,5,5,117,1,3,2,0,1,0,1,19,66,7,5,3,0,3,18,1129.0
346,7,427,3,10,0,5,44,3,0,0,0,0,0,1,7,21,2,0,0,2,2,43,279.0
347,4,282,4,14,5,5,74,1,3,2,0,0,0,1,9,71,10,1,3,3,2,109,1607.96
348,2,536,0,2,1,5,49,3,0,0,1,0,0,1,2,22,2,0,0,2,2,45,375.0
349,4,247,4,14,3,5,76,1,3,2,0,0,0,1,7,53,11,0,1,2,0,78,663.0
350,4,577,3,14,5,5,89,0,12,9,1,0,0,1,19,66,10,0,3,2,3,17,2027.42
351,7,118,3,14,3,5,70,1,3,2,0,0,0,1,18,62,7,0,3,2,2,55,1304.0
352,11,171,1,16,3,5,131,1,3,2,0,0,0,1,19,66,4,4,3,0,3,21,1409.0
353,7,597,5,14,3,5,125,1,3,2,0,0,0,1,19,66,7,0,3,2,3,66,1738.27
354,16,440,3,14,5,5,117,1,3,2,0,1,0,1,16,55,10,0,3,2,3,10,1403.0
355,4,247,3,14,3,5,85,1,3,2,0,0,0,1,8,70,4,5,3,0,0,78,970.9
356,10,208,3,14,1,4,102,3,0,0,0,0,0,1,2,22,11,0,1,2,2,45,321.99
357,4,258,1,14,3,5,128,1,3,2,0,0,0,1,16,47,11,0,1,2,3,17,999.0
358,4,239,3,14,3,5,114,3,0,0,1,0,0,1,16,46,12,0,1,2,2,55,557.37
359,4,285,3,10,3,5,36,1,3,2,0,0,0,1,17,48,7,0,3,2,2,55,1427.0
360,7,50,3,14,1,5,72,3,0,0,0,0,0,1,11,36,8,0,1,2,2,49,439.0
361,2,615,3,10,3,5,84,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,945.0
362,10,212,3,16,2,5,138,3,2,1,0,0,0,1,16,46,4,4,3,0,3,27,719.0
363,7,50,3,14,3,5,72,1,3,2,0,0,0,1,16,46,11,0,1,2,2,55,639.0
364,10,211,3,14,3,4,102,3,0,0,0,0,0,1,11,36,7,0,3,2,3,9,499.0
365,7,3,3,14,3,5,87,3,0,0,0,0,0,1,7,86,12,0,1,2,2,44,389.0
366,4,252,3,16,3,5,138,1,3,2,0,0,0,1,7,53,4,4,3,0,0,78,1085.0
367,10,291,1,14,3,4,117,1,3,2,0,1,0,1,16,47,4,4,3,0,3,17,809.0
368,4,245,3,14,3,5,112,1,3,2,0,0,0,1,18,62,7,0,3,2,0,101,899.0
369,7,115,4,10,3,5,36,1,3,2,0,1,0,1,18,62,7,0,3,2,2,55,1750.0
370,2,600,0,14,4,5,107,1,3,2,1,0,0,1,18,62,10,5,3,0,3,16,1099.0
371,0,58,3,14,1,5,93,3,0,0,0,0,0,0,21,11,4,0,3,2,0,88,426.0
372,2,408,1,16,5,5,147,1,3,2,0,1,0,0,21,89,7,4,3,0,0,108,2199.0
373,10,199,3,16,1,5,125,3,2,1,0,0,0,0,13,9,4,0,3,2,0,88,489.0
374,4,244,0,7,3,5,56,1,3,2,1,0,0,1,8,70,7,0,3,2,2,109,869.01
375,7,31,3,14,1,5,77,1,3,2,0,0,0,0,21,11,7,0,3,2,0,88,488.99
376,10,578,2,2,1,5,54,3,0,0,0,1,0,1,2,24,4,0,3,2,2,45,553.0
377,4,238,3,14,1,5,68,3,0,0,0,0,0,1,7,21,8,0,1,2,2,43,309.0
378,2,535,3,10,1,5,49,3,0,0,0,0,0,1,2,22,2,0,0,2,2,45,286.0
379,0,60,3,14,3,2,117,1,3,2,0,0,0,1,19,66,11,0,1,2,3,17,846.0
380,7,321,1,16,3,5,150,1,3,2,0,1,0,1,19,66,4,4,3,0,3,17,1191.0
381,10,520,3,14,1,4,71,1,3,2,0,0,0,1,11,36,4,0,3,2,2,49,403.5
382,2,385,1,14,3,5,109,1,3,2,0,1,0,1,19,66,4,4,3,0,3,21,1655.0
383,10,223,3,10,3,5,49,1,3,2,0,1,0,1,16,46,7,0,3,2,3,14,1099.0
384,2,612,4,7,5,5,10,1,3,2,1,0,0,1,18,62,10,0,3,2,2,55,1748.9
385,10,491,4,10,3,5,13,3,8,4,0,1,0,1,18,62,10,0,3,2,2,55,2282.0
386,10,233,3,7,1,5,49,1,3,2,0,1,0,1,15,38,4,0,3,2,2,55,549.0
387,4,349,5,14,3,5,104,1,3,2,0,0,0,1,17,45,8,0,1,2,0,2,1369.0
388,4,351,5,14,3,5,84,1,3,2,0,1,0,1,18,60,7,0,3,2,3,66,2135.0
389,10,472,0,10,5,5,42,3,8,4,1,0,0,1,18,62,10,0,3,2,2,55,2509.0
390,2,404,1,16,3,5,143,1,3,2,0,0,0,1,19,66,11,0,1,2,3,17,1039.0
391,2,407,1,16,5,5,143,1,3,2,0,0,0,1,19,66,7,4,3,0,3,18,1591.0
392,0,59,3,14,4,5,102,3,0,0,0,1,0,1,7,53,11,0,1,2,3,39,693.99
393,11,294,1,16,3,5,131,1,3,2,0,0,0,1,19,66,7,0,3,2,3,18,1349.0
394,4,245,3,14,3,2,112,1,3,2,0,0,0,1,18,62,7,0,3,2,0,101,778.87
395,7,10,4,14,1,5,77,1,3,2,0,0,0,0,21,11,7,0,3,2,0,77,499.0
396,10,457,3,14,3,5,93,1,3,2,0,1,0,1,8,70,7,0,3,2,0,106,1229.56
397,10,459,3,10,3,5,76,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,938.0
398,4,354,5,14,3,5,66,0,12,9,1,0,0,1,19,66,7,0,3,2,3,66,2712.0
399,10,491,4,10,5,5,13,3,8,4,0,1,0,1,18,62,11,0,3,2,2,55,2625.0
400,10,208,3,14,1,5,102,3,0,0,0,0,0,1,2,22,11,0,1,2,2,45,306.0
401,2,141,1,16,5,5,140,1,3,2,0,0,0,1,19,66,7,4,3,0,3,17,1529.0
402,10,457,3,14,3,5,93,1,3,2,0,1,0,1,7,53,7,4,3,0,0,106,1144.5
403,0,60,3,14,3,2,120,1,3,2,0,0,0,1,19,66,7,0,3,2,3,17,879.0
404,11,156,1,16,5,5,138,1,3,2,0,0,0,1,19,66,7,4,3,0,3,22,2249.0
405,2,611,4,10,3,5,10,1,3,2,0,0,0,1,18,62,10,0,3,2,2,55,1873.0
406,16,342,4,7,5,5,20,1,3,2,0,0,0,1,16,55,10,0,3,2,2,49,1747.0
407,4,285,4,10,3,5,36,1,3,2,0,0,0,1,19,64,10,0,3,2,2,42,1680.0
408,10,211,3,14,1,5,102,1,3,2,0,0,0,1,11,36,8,0,1,2,2,49,409.0
409,10,293,3,2,0,5,15,3,0,0,0,0,0,1,2,22,2,0,0,2,2,45,304.45
410,10,462,5,14,3,5,129,1,3,2,0,0,0,1,19,66,10,0,3,2,3,66,1925.0
411,10,487,4,10,3,5,61,1,8,4,0,1,0,1,19,66,10,0,3,2,3,16,1943.0
412,7,6,3,14,1,5,93,1,3,2,0,0,0,1,11,36,11,0,1,2,0,77,469.0
413,0,79,0,7,3,5,55,1,3,2,1,1,0,1,16,55,7,0,3,2,2,49,789.01
414,2,600,0,7,3,5,28,1,3,2,1,1,0,1,16,46,7,0,3,2,2,55,928.0
415,4,239,3,14,1,2,109,1,3,2,0,0,0,1,16,46,7,0,3,2,0,95,598.9
416,4,274,3,7,1,5,59,3,0,0,0,0,0,1,11,36,4,0,3,2,2,49,689.0
417,7,109,4,10,3,5,43,1,3,2,0,0,0,1,16,55,7,0,3,2,2,49,1500.0
418,4,239,3,14,3,5,95,3,0,0,0,0,0,1,16,46,11,0,1,2,2,55,539.95
419,10,455,4,10,3,5,64,1,3,2,0,1,0,1,8,70,7,0,3,2,0,106,1215.38
420,10,586,0,14,5,5,84,0,12,9,1,1,0,1,19,66,10,0,3,2,3,17,1899.0
421,3,269,3,4,2,5,40,3,9,8,0,1,1,1,2,24,3,0,0,2,2,45,449.0
422,7,366,3,14,3,5,110,1,3,2,0,0,0,1,20,68,7,0,3,2,2,57,1427.0
423,2,564,3,14,3,2,109,1,3,2,0,0,0,1,15,38,11,0,1,2,3,14,597.0
424,4,56,1,16,5,5,167,3,8,4,0,1,0,1,20,67,7,4,3,0,3,22,2799.0
425,4,258,1,14,3,5,126,1,3,2,0,1,0,1,19,66,4,4,3,0,3,18,1159.0
426,4,247,3,14,3,5,85,1,3,2,0,0,0,1,8,70,7,5,3,0,0,78,1142.4
427,4,279,4,10,3,2,55,1,3,2,0,0,0,1,19,64,7,0,3,2,2,55,1099.0
428,7,320,1,16,4,5,150,1,3,2,0,0,0,1,19,66,7,4,3,0,3,22,1999.0
429,12,145,0,2,1,5,16,1,3,2,1,1,0,1,2,22,2,0,3,2,2,45,299.0
430,15,93,2,2,1,1,15,3,0,0,0,0,0,1,7,21,1,0,0,2,2,43,269.0
431,10,475,3,7,3,5,40,1,3,2,0,1,0,1,18,62,7,0,3,2,2,55,1010.0
432,10,215,3,10,1,5,61,1,3,2,0,1,0,1,18,39,4,0,3,2,2,55,599.0
433,10,490,5,14,5,5,109,0,12,9,0,1,0,1,19,64,10,0,3,2,3,14,2445.0
434,10,480,3,14,5,5,120,1,3,2,0,0,0,1,20,68,10,0,3,2,3,69,2449.0
435,2,408,1,16,3,5,145,1,3,2,0,0,0,0,23,88,7,4,3,0,0,108,1695.0
436,7,37,3,14,1,5,93,3,0,0,0,0,0,1,7,21,8,0,1,2,2,43,347.0
437,6,331,4,4,5,1,10,3,7,6,1,0,0,1,4,69,10,0,3,2,2,54,2199.0
438,10,469,4,10,6,5,33,3,8,4,0,0,0,1,18,62,10,0,3,2,2,55,2382.0
439,2,538,3,14,1,2,84,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,559.0
440,10,207,3,16,3,5,138,3,2,1,0,0,0,0,16,7,11,0,1,2,0,86,519.0
441,4,247,3,14,1,5,102,1,3,2,0,0,0,1,7,53,7,0,3,2,0,78,749.0
442,10,473,4,5,3,5,36,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,1429.0
443,10,208,3,14,1,5,102,1,3,2,0,0,0,1,2,87,4,0,3,2,2,46,349.0
444,7,312,1,14,3,5,102,1,3,2,0,1,0,1,19,66,4,4,3,0,3,17,1099.0
445,4,279,3,10,3,5,58,1,3,2,0,0,0,1,19,49,7,0,3,2,3,11,1179.0
446,0,76,3,14,1,2,117,3,0,0,0,0,0,1,16,46,8,0,1,2,2,55,441.8
447,4,350,5,14,3,5,104,1,3,2,0,0,0,1,21,90,3,4,0,0,3,73,1993.0
448,11,191,1,14,3,5,102,1,3,2,0,0,0,1,16,47,7,0,3,2,3,17,1027.74
449,13,429,4,8,5,6,25,3,5,5,1,0,0,1,16,65,10,0,3,2,2,60,2589.0
450,7,24,3,14,3,5,77,3,0,0,0,0,0,1,16,46,4,0,3,2,2,55,589.0
451,4,350,5,14,5,5,98,1,3,2,0,1,0,1,18,60,7,0,3,2,3,73,1975.0
452,7,366,5,14,3,5,110,1,3,2,0,1,0,1,20,68,10,0,3,2,2,55,1534.0
453,10,467,3,10,3,5,59,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,1345.0
454,4,247,3,14,3,5,114,1,3,2,0,0,0,1,8,70,4,4,3,0,0,78,979.0
455,4,236,0,2,1,5,46,3,0,0,1,0,0,1,7,86,8,0,1,2,2,44,479.0
456,4,56,3,16,3,5,167,1,3,2,0,1,0,1,18,66,11,0,1,2,3,21,2046.0
457,13,429,4,8,1,6,26,3,5,5,1,0,0,1,13,34,4,0,3,2,2,54,989.0
458,13,429,4,8,3,6,25,3,5,5,1,0,0,1,16,65,7,0,3,2,2,60,1799.0
459,7,41,3,16,3,5,120,3,2,1,0,0,0,1,11,36,7,0,3,2,2,49,639.9
460,0,71,3,14,1,5,104,1,3,2,0,0,0,1,11,36,11,0,1,2,3,14,544.0
461,0,495,2,2,1,5,40,3,0,0,0,0,0,1,7,21,4,0,3,2,2,43,435.0
462,2,357,3,14,3,5,115,1,3,2,0,0,0,1,16,46,11,0,1,2,2,55,749.0
463,10,219,3,10,3,4,49,1,3,2,0,1,0,1,18,62,10,0,3,2,0,102,799.0
464,10,480,3,14,3,5,129,1,3,2,0,0,0,1,20,68,7,0,3,2,3,69,2090.0
465,2,561,3,14,1,5,84,3,0,0,0,0,0,1,2,87,8,0,1,2,2,45,304.0
466,0,59,3,14,1,5,102,3,0,0,0,0,0,1,11,36,8,0,1,2,3,27,469.0
467,4,247,3,14,3,5,85,1,3,2,0,0,0,1,7,53,12,0,1,2,0,78,759.0
468,7,318,1,16,4,5,158,1,3,2,0,1,0,1,19,66,11,0,1,2,3,21,1699.0
469,10,485,4,10,4,5,40,2,8,4,0,1,0,1,17,57,7,0,3,2,2,49,1858.0
470,7,421,0,7,3,5,30,0,12,9,1,1,0,1,8,70,10,0,3,2,2,109,1999.0
471,7,594,3,14,3,5,76,1,3,2,0,0,0,1,16,46,8,0,1,2,0,1,1154.0
472,6,331,4,4,3,1,10,3,7,6,1,0,0,1,3,52,4,0,3,2,2,54,1275.0
473,4,284,4,7,3,5,42,1,3,2,1,0,0,1,7,53,7,0,3,2,2,109,1841.85
474,2,601,3,14,4,5,89,0,12,9,0,1,0,1,17,58,4,4,3,0,2,50,1299.0
475,4,287,3,10,3,5,67,3,0,0,0,0,0,1,14,37,4,0,3,2,2,49,740.0
476,4,354,5,14,3,5,66,1,3,2,0,0,0,1,19,66,7,0,3,2,3,66,2408.0
477,10,486,3,10,3,5,61,1,3,2,0,0,0,1,16,46,5,0,3,2,2,55,1364.0
478,4,240,3,14,3,5,102,1,3,2,0,0,0,1,7,53,11,0,1,2,0,77,675.0
479,16,334,3,7,3,5,7,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,1672.0
480,4,257,3,14,3,5,97,1,3,2,0,1,0,1,8,70,10,0,3,2,3,14,1262.0
481,4,547,3,14,1,5,99,3,0,0,0,0,0,1,15,38,11,0,1,2,2,55,586.6
482,7,361,3,7,1,5,48,1,3,2,0,1,0,1,7,53,4,0,3,2,2,109,726.0
483,3,271,3,14,1,5,75,1,3,2,0,0,0,1,5,16,3,0,0,2,2,42,248.9
484,10,456,3,14,1,5,109,3,0,0,0,0,0,1,11,36,4,0,3,2,2,49,565.0
485,10,455,3,10,3,5,64,1,3,2,0,1,0,1,7,53,7,0,3,2,2,109,1049.0
486,4,350,5,14,5,5,98,1,3,2,0,1,0,1,18,60,10,0,3,2,3,73,2338.0
487,4,577,3,14,5,5,89,1,3,2,0,0,0,1,19,66,10,0,3,2,3,17,1899.0
488,10,493,4,5,5,5,36,1,3,2,0,1,0,1,18,62,10,0,3,2,2,55,1798.0
489,2,614,4,5,5,5,2,1,3,2,0,0,0,1,18,62,10,0,3,2,2,55,1950.0
490,10,477,3,14,3,5,109,1,3,2,0,1,0,1,16,46,7,0,3,2,3,14,1011.99
491,16,336,4,7,7,5,7,1,3,2,1,0,0,1,18,62,10,0,3,2,2,55,2799.0
492,2,539,1,14,3,5,83,1,3,2,0,0,0,1,19,66,4,4,3,0,3,17,1350.0
493,0,59,3,14,3,5,102,3,0,0,0,0,0,0,16,1,11,0,1,2,0,105,579.0
494,2,389,1,16,6,5,164,1,3,2,1,1,0,1,17,58,7,4,3,0,3,32,1269.0
495,10,492,4,5,3,5,31,3,0,0,0,1,0,1,14,41,5,0,3,2,2,49,1099.0
496,10,234,3,14,3,5,98,1,3,2,0,0,0,1,8,70,7,0,3,2,2,109,898.9
497,7,111,3,10,3,5,47,1,3,2,0,0,0,1,19,64,11,0,3,2,2,55,1749.0
498,10,453,3,7,3,5,40,1,3,2,0,1,0,1,15,38,7,0,3,2,2,55,949.0
499,10,460,3,14,3,5,109,1,3,2,0,1,0,1,16,46,7,0,3,2,2,55,911.0
500,2,534,2,2,1,6,20,3,0,0,0,0,0,1,2,22,3,0,0,2,2,45,340.0
501,7,5,3,14,3,5,77,3,0,0,0,0,0,1,16,46,7,0,3,2,0,77,618.99
502,10,591,0,9,3,5,40,1,3,2,1,1,0,1,7,53,7,0,3,2,2,109,1599.0
503,10,205,3,10,1,5,93,3,0,0,0,0,0,1,2,22,8,0,1,2,2,45,299.0
504,10,100,2,2,1,1,25,3,0,0,0,0,0,1,7,21,1,0,3,2,2,43,265.0
505,10,453,3,7,3,5,44,1,3,2,0,0,0,1,16,46,7,0,3,2,2,55,949.0
506,2,609,3,14,3,5,84,1,3,2,0,0,0,1,18,62,7,4,3,0,2,55,1224.0
507,0,66,3,14,1,5,102,1,3,2,0,1,0,1,7,53,11,0,1,2,3,40,613.0
508,7,120,4,7,3,5,34,1,3,2,0,1,0,1,18,62,10,0,3,2,2,55,1323.0
509,10,291,1,14,3,4,117,1,3,2,0,1,0,1,19,66,7,4,3,0,3,21,1149.0
510,4,576,4,7,3,5,30,1,3,2,1,1,0,1,16,46,4,0,3,2,2,55,899.0
